EstablishmentDetail - FHRSID,EstablishmentDetail - RatingKey,EstablishmentDetail - SchemeType,EstablishmentDetail - RatingValue,BusinessName,EstablishmentDetail - BusinessType,EstablishmentDetail - BusinessTypeID,EstablishmentDetail - NewRatingPending,EstablishmentDetail - LocalAuthorityCode,EstablishmentDetail - LocalAuthorityName,EstablishmentDetail - LocalAuthorityWebSite,EstablishmentDetail - LocalAuthorityBusinessID,EstablishmentDetail - LocalAuthorityEmailAddress,EstablishmentDetail - RatingDate,EstablishmentDetail - RatingDate - xsi:nil,EstablishmentDetail - AddressLine1,EstablishmentDetail - AddressLine2,EstablishmentDetail - AddressLine3,EstablishmentDetail - PostCode,EstablishmentDetail - Geocode - Latitude,EstablishmentDetail - Geocode - Longitude,EstablishmentDetail - Scores - Hygiene,EstablishmentDetail - Scores - Structural,EstablishmentDetail - Scores - ConfidenceInManagement,EstablishmentDetail - AddressLine4
526314,fhrs_exempt_en-GB,FHRS,Exempt,Lawshall Evangelical Free Church,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000015959,foodsafety@baberghmidsuffolk.gov.uk,2009-10-28,,Hanningfield Green,Lawshall,BURY ST EDMUNDS,IP29 4QF,52.15205100000000,0.73597500000000,,,,Suffolk
526615,fhrs_5_en-GB,FHRS,5,Laxfield House Nursing Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000040110,foodsafety@baberghmidsuffolk.gov.uk,2017-10-06,,Cundys Lane,Brent Eleigh,SUDBURY,CO10 9PL,52.09387000000000,0.83434100000000,0,0,5,Suffolk
526769,fhrs_exempt_en-GB,FHRS,Exempt,Layham Playgroup,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100230,foodsafety@baberghmidsuffolk.gov.uk,2016-01-29,,Village Hall,Church Lane,Layham,IP7 5LZ,52.02226800000000,0.95604000000000,,,,IPSWICH
595549,fhrs_5_en-GB,FHRS,5,Le Petit Paris,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168086,foodsafety@baberghmidsuffolk.gov.uk,2017-08-25,,1 Maiden Way,Hadleigh,IPSWICH,IP7 5EH,52.04476100000000,0.95352800000000,5,5,5,Suffolk
866327,fhrs_4_en-GB,FHRS,4,Leading Lives,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000173843,foodsafety@baberghmidsuffolk.gov.uk,2016-05-03,,Idaway,15 Foxhall Close,East Bergholt,CO7 6RW,51.97975500000000,1.01276200000000,5,0,10,COLCHESTER
526409,fhrs_exempt_en-GB,FHRS,Exempt,Leavenheath Village Hall,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000018948,foodsafety@baberghmidsuffolk.gov.uk,2012-08-06,,Wrights Way,Leavenheath,COLCHESTER,CO6 4UU,51.99281800000000,0.83632900000000,,,,Essex
982298,fhrs_5_en-GB,FHRS,5,Lee and Lou's Luxury Ices,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000102230,foodsafety@baberghmidsuffolk.gov.uk,2017-06-22,,,,,,,,0,5,5,
526627,fhrs_5_en-GB,FHRS,5,Lennys,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000047558,foodsafety@baberghmidsuffolk.gov.uk,2017-11-16,,12 Angel Street,Hadleigh,IPSWICH,IP7 5HA,52.04545300000000,0.95424500000000,0,0,0,Suffolk
903880,fhrs_5_en-GB,FHRS,5,Licence to Grill,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016359,foodsafety@baberghmidsuffolk.gov.uk,2016-07-11,,,,,,,,5,5,5,
595555,fhrs_5_en-GB,FHRS,5,Link Lunch Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168263,foodsafety@baberghmidsuffolk.gov.uk,2013-10-08,,Bentley Village Hall,Capel Road,Bentley,IP9 2BL,51.98977100000000,1.07411000000000,5,0,5,IPSWICH
526168,fhrs_exempt_en-GB,FHRS,Exempt,Lisa Ann Davis,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000003882,foodsafety@baberghmidsuffolk.gov.uk,2012-05-28,,,,,,,,,,,
977136,fhrs_5_en-GB,FHRS,5,Lisa's Dumplings,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016679,foodsafety@baberghmidsuffolk.gov.uk,2017-05-24,,,,,,,,5,0,5,
874836,fhrs_5_en-GB,FHRS,5,Lisa's Fudge,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000017979,foodsafety@baberghmidsuffolk.gov.uk,2016-05-20,,30 Sampson Drive,Long Melford,SUDBURY,CO10 9TF,52.07828300000000,0.72693500000000,0,0,0,Suffolk
846845,fhrs_5_en-GB,FHRS,5,Little Barn Cakes,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000037852,foodsafety@baberghmidsuffolk.gov.uk,2016-02-02,,Rouses Farm,Calves Lane,Stoke by Nayland,CO6 4RR,52.00286800000000,0.87763300000000,0,0,0,COLCHESTER
526343,fhrs_exempt_en-GB,FHRS,Exempt,Little Waldingfield Parish Room,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016022,foodsafety@baberghmidsuffolk.gov.uk,2011-10-11,,Parish Room,Church Road,Little Waldingfield,CO10 0SW,52.07141000000000,0.80559900000000,,,,SUDBURY
526468,fhrs_5_en-GB,FHRS,5,Liz's Kebab & Pizza House,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000022528,foodsafety@baberghmidsuffolk.gov.uk,2017-04-27,,55 North Street,SUDBURY,Suffolk,CO10 1RE,52.04139400000000,0.72967700000000,0,5,5,
742272,fhrs_5_en-GB,FHRS,5,Londis,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170698,foodsafety@baberghmidsuffolk.gov.uk,2017-01-13,,Lady Lane Garage,Lady Lane,Hadleigh,IP7 6AF,52.04921700000000,0.96407600000000,0,5,5,IPSWICH
526246,fhrs_4_en-GB,FHRS,4,Long Melford & District,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000010868,foodsafety@baberghmidsuffolk.gov.uk,2011-05-17,,Ex-Service & Social Club,Hall Street,Long Melford,CO10 9JL,52.07869000000000,0.71791100000000,5,5,10,SUDBURY
527039,fhrs_5_en-GB,FHRS,5,Long Melford & Lavenham Game Meats,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000166860,foodsafety@baberghmidsuffolk.gov.uk,2012-11-06,,Bassetts Farm,Lavenham Road,Acton,CO10 0BH,52.08669600000000,0.75270400000000,0,0,0,SUDBURY
526248,fhrs_5_en-GB,FHRS,5,Long Melford Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000010941,foodsafety@baberghmidsuffolk.gov.uk,2018-03-12,,Cordell Road,Long Melford,SUDBURY,CO10 9ED,52.07503200000000,0.72018500000000,0,5,0,Suffolk
911047,fhrs_5_en-GB,FHRS,5,Long Melford Tea Room,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000174197,foodsafety@baberghmidsuffolk.gov.uk,2016-09-06,,1 Dudley House,Hall Street,Long Melford,CO10 9JR,52.07706500000000,0.71663000000000,0,0,5,SUDBURY
526830,fhrs_exempt_en-GB,FHRS,Exempt,Love Life Nutrition,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000103967,foodsafety@baberghmidsuffolk.gov.uk,2012-07-10,,,,,,,,,,,
997854,fhrs_5_en-GB,FHRS,5,Lunch Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000177136,foodsafety@baberghmidsuffolk.gov.uk,2015-03-26,,Elmsett Methodist Church,Hadleigh Road,Elmsett,IP7 6ND,52.07632827758790,0.99583899974823,0,5,0,IPSWICH
526891,fhrs_5_en-GB,FHRS,5,Lunch Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000108390,foodsafety@baberghmidsuffolk.gov.uk,2013-09-16,,Parish Rooms,Upper Street,Stratford St Mary,,,,0,0,5,COLCHESTER
534361,fhrs_5_en-GB,FHRS,5,Lunch Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000167538,foodsafety@baberghmidsuffolk.gov.uk,2016-04-21,,Village Hall,Church Street,Stoke by Nayland,CO6 4QP,51.98913600000000,0.89411600000000,0,0,0,COLCHESTER
526980,fhrs_3_en-GB,FHRS,3,M+D Catering,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110914,foodsafety@baberghmidsuffolk.gov.uk,2018-02-05,,Oak House,Bentley Lane,Stutton,,,,5,10,10,IPSWICH
527022,fhrs_5_en-GB,FHRS,5,Magdalen House Care Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000166408,foodsafety@baberghmidsuffolk.gov.uk,2018-01-23,,Magdalen Road,Hadleigh,IPSWICH,IP7 5AD,52.04244400000000,0.95588400000000,0,5,0,Suffolk
850065,fhrs_5_en-GB,FHRS,5,Maggies,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000173516,foodsafety@baberghmidsuffolk.gov.uk,2016-02-22,,2 Victoria House,Market Place,Hadleigh,IP7 5DL,52.04280400000000,0.95372000000000,0,0,0,IPSWICH
526979,fhrs_4_en-GB,FHRS,4,Magnificent Wok,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110899,foodsafety@baberghmidsuffolk.gov.uk,2017-10-24,,44a The Street,Capel St Mary,IPSWICH,IP9 2EP,52.00384100000000,1.04977700000000,10,0,10,Suffolk
527028,fhrs_5_en-GB,FHRS,5,Majestic Wine Warehouses Ltd,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000166436,foodsafety@baberghmidsuffolk.gov.uk,2012-11-22,,2A Northern Road,Chilton Industrial Estate,SUDBURY,CO10 2XQ,52.04479600000000,0.75005500000000,5,0,0,Suffolk
526438,fhrs_3_en-GB,FHRS,3,Maldon Grey,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000021392,foodsafety@baberghmidsuffolk.gov.uk,2017-11-06,,Cats Lane,Great Cornard,SUDBURY,CO10 2RZ,52.03840800000000,0.74747500000000,10,10,5,Suffolk
526847,fhrs_5_en-GB,FHRS,5,Mallary Cottage,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000104844,foodsafety@baberghmidsuffolk.gov.uk,2012-08-13,,Wattisham Road,Bildeston,IPSWICH,IP7 7EG,52.10967800000000,0.91115100000000,0,0,5,Suffolk
911048,fhrs_0_en-GB,FHRS,0,Mandarin,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000174567,foodsafety@baberghmidsuffolk.gov.uk,2017-11-14,,15 Cross Street,SUDBURY,Suffolk,CO10 2DP,52.03701000000000,0.72245400000000,20,15,20,
669706,fhrs_exempt_en-GB,FHRS,Exempt,Mander Auctioneers Ltd,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168824,foodsafety@baberghmidsuffolk.gov.uk,2014-05-30,,The Auction Centre,Assington Road,Newton,CO10 0QX,52.02812700000000,0.80288800000000,,,,SUDBURY
691408,fhrs_5_en-GB,FHRS,5,Manor Farm Cakes,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000169702,foodsafety@baberghmidsuffolk.gov.uk,2014-07-30,,Lavenham Community Hall,Church Street,Lavenham,CO10 9QT,52.10669500000000,0.79440700000000,5,0,5,SUDBURY
527019,fhrs_5_en-GB,FHRS,5,Marimba,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000166208,foodsafety@baberghmidsuffolk.gov.uk,2013-03-15,,Marimba Sweet Shop,Borehamgate Shopping Precinct,King Street,CO10 2ED,52.03831300000000,0.73259500000000,0,5,0,SUDBURY
526780,fhrs_5_en-GB,FHRS,5,Marimba World Chocolate Ltd,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100432,foodsafety@baberghmidsuffolk.gov.uk,2017-09-21,,10 Borehamgate Shopping Precinct,King Street,SUDBURY,CO10 2EG,52.03816600000000,0.73236700000000,0,5,0,Suffolk
932566,fhrs_5_en-GB,FHRS,5,Marquis,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170548,foodsafety@baberghmidsuffolk.gov.uk,2016-12-06,,Marquis of Cornwallis,Upper Street,Layham,IP7 5JZ,52.02525500000000,0.96813300000000,0,5,5,IPSWICH
526258,fhrs_exempt_en-GB,FHRS,Exempt,Martin McColls,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000011316,foodsafety@baberghmidsuffolk.gov.uk,2011-01-16,,Shop,The Beverly,Hall Street,CO10 9JL,52.07869000000000,0.71791100000000,,,,Long Melford
526463,fhrs_exempt_en-GB,FHRS,Exempt,Masonic Hall,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000022098,foodsafety@baberghmidsuffolk.gov.uk,2011-05-31,,Girling Street,SUDBURY,Suffolk,CO10 1NA,52.04207600000000,0.72897400000000,,,,
526151,fhrs_5_en-GB,FHRS,5,Maytrees B & B,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000003071,foodsafety@baberghmidsuffolk.gov.uk,2010-04-09,,7 Harkstead Lane,Woolverstone,IPSWICH,IP9 1BB,51.99831700000000,1.17567100000000,0,0,0,Suffolk
526448,fhrs_4_en-GB,FHRS,4,McColls,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000021602,foodsafety@baberghmidsuffolk.gov.uk,2012-06-28,,19 Market Hill,SUDBURY,Suffolk,CO10 2EA,52.03868300000000,0.73022600000000,0,10,5,
526942,fhrs_1_en-GB,FHRS,1,McColls,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110547,foodsafety@baberghmidsuffolk.gov.uk,2017-11-30,,Units 2 to 4,Applegate Centre,Applegate Mews,CO10 0GL,52.05750500000000,0.76151400000000,10,10,20,Great Cornard
526455,fhrs_5_en-GB,FHRS,5,McDonalds,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000021854,foodsafety@baberghmidsuffolk.gov.uk,2017-11-28,,McDonalds Drive Thru Restaurant,Northern Road,Chilton Industrial Estate,CO10 2YH,52.04662704467770,0.74789202213287,0,5,0,SUDBURY
776638,fhrs_5_en-GB,FHRS,5,Meat and 1 Veg,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000037181,foodsafety@baberghmidsuffolk.gov.uk,2015-07-23,,,,,,,,0,0,0,
812414,fhrs_5_en-GB,FHRS,5,Meat The Bruce,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000171151,foodsafety@baberghmidsuffolk.gov.uk,2015-10-15,,Hare and Hounds,Harrow Street,Leavenheath,CO6 4PW,52.00050100000000,0.84886400000000,5,5,5,COLCHESTER
691409,fhrs_5_en-GB,FHRS,5,Melford Valley Tandoori,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000169704,foodsafety@baberghmidsuffolk.gov.uk,2018-03-29,,Hall Street,Long Melford,SUDBURY,CO10 9JT,52.07575300000000,0.71621500000000,,,,Suffolk
526361,fhrs_5_en-GB,FHRS,5,Mellish House Residential Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016417,foodsafety@baberghmidsuffolk.gov.uk,2018-01-19,,20A Kings Hill,Great Cornard,SUDBURY,CO10 0EH,52.03272700000000,0.74310200000000,0,5,0,Suffolk
948029,fhrs_4_en-GB,FHRS,4,Memsaab,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000175879,foodsafety@baberghmidsuffolk.gov.uk,2017-02-15,,2 Church Street and Pegtile Court 3,Church Street,Lavenham,CO10 9QT,52.10669500000000,0.79440700000000,5,10,5,SUDBURY
586684,fhrs_5_en-GB,FHRS,5,Mick's Fish And Chips,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168118,foodsafety@baberghmidsuffolk.gov.uk,2017-01-26,,Peyton Plaice,Borehamgate Shopping Precinct,King Street,CO10 2EG,52.03816600000000,0.73236700000000,5,5,5,SUDBURY
526475,fhrs_4_en-GB,FHRS,4,Mick's Fish And Chips,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000024293,foodsafety@baberghmidsuffolk.gov.uk,2016-09-16,,1 Landsdown Road,SUDBURY,Suffolk,CO10 2QF,52.04484300000000,0.74184600000000,0,5,10,
977143,fhrs_5_en-GB,FHRS,5,Mick's Fish And Chips,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000176358,foodsafety@baberghmidsuffolk.gov.uk,2017-05-30,,Unit 1,Applegate Centre,Applegate Mews,CO10 0GL,52.05750500000000,0.76151400000000,0,5,5,Great Cornard
733143,fhrs_5_en-GB,FHRS,5,Mick's Kebab,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110551,foodsafety@baberghmidsuffolk.gov.uk,2016-05-13,,Unit 6,Applegate Centre,Applegate Mews,CO10 0GL,52.03519900000000,0.74738000000000,5,0,5,Great Cornard
526278,fhrs_4_en-GB,FHRS,4,Mill House Bed & Breakfast,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000012504,foodsafety@baberghmidsuffolk.gov.uk,2011-08-31,,101 Cross Street,SUDBURY,Suffolk,CO10 2DS,52.03768800000000,0.72307800000000,5,5,10,
963037,fhrs_5_en-GB,FHRS,5,Mini Monsters Ipswich,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000175816,foodsafety@baberghmidsuffolk.gov.uk,2017-05-04,,Unit 5,Sterling Complex,Farthing Road,IP1 5AP,52.06629100000000,1.11174700000000,5,5,5,"Farthing Road Ind. Est., Sproughton"
527031,fhrs_4_en-GB,FHRS,4,Molly's/Jump Start,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000166531,foodsafety@baberghmidsuffolk.gov.uk,2014-01-21,,1-3 Long Bessels,Hadleigh,IPSWICH,IP7 5DB,52.04648500000000,0.95899500000000,0,10,5,Suffolk
526355,fhrs_5_en-GB,FHRS,5,Monks Eleigh Community Shop,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016295,foodsafety@baberghmidsuffolk.gov.uk,2011-07-25,,Swan Barn,The Street,Monks Eleigh,IP7 7AU,52.09181100000000,0.87147100000000,5,5,5,IPSWICH
526307,fhrs_exempt_en-GB,FHRS,Exempt,Monthly Sunday Lunch Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000015867,foodsafety@baberghmidsuffolk.gov.uk,2012-01-11,,All Saints Church Hall,Church Street,SUDBURY,CO10 2BL,52.03537000000000,0.72260100000000,,,,Suffolk
948030,fhrs_5_en-GB,FHRS,5,Moonlight,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000175922,foodsafety@baberghmidsuffolk.gov.uk,2017-06-06,,53 North Street,SUDBURY,Suffolk,CO10 1RE,52.04139400000000,0.72967700000000,,,,
527052,fhrs_5_en-GB,FHRS,5,Morrisons,Retailers - supermarkets/hypermarkets,7840,False,297,Babergh,http://www.babergh.gov.uk/,PI/000167288,foodsafety@baberghmidsuffolk.gov.uk,2016-11-08,,W M Morrison Supermarket,Calais Street,Hadleigh,IP7 5EW,52.04752800000000,0.95257300000000,0,5,0,IPSWICH
526622,fhrs_exempt_en-GB,FHRS,Exempt,Mothercare World,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000044157,foodsafety@baberghmidsuffolk.gov.uk,2012-04-05,,Copdock Interchange,Pinewood,IPSWICH,IP8 3TT,52.04116000000000,1.09989300000000,,,,Suffolk
733149,fhrs_5_en-GB,FHRS,5,Motor Fuel Ltd,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170546,foodsafety@baberghmidsuffolk.gov.uk,2015-01-12,,Capelgate Filling Station,London Road,Capel St Mary,IP9 2JJ,52.00497200000000,1.05784000000000,0,0,5,IPSWICH
782480,fhrs_awaitinginspection_en-GB,FHRS,AwaitingInspection,Mr & Mrs D Hopkins,Distributors/Transporters,7,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170726,foodsafety@baberghmidsuffolk.gov.uk,,true,Vaiseys Farm,Cock Lane,Brent Eleigh,CO10 9PA,52.08718500000000,0.81984400000000,,,,SUDBURY
526580,fhrs_exempt_en-GB,FHRS,Exempt,Mrs Barbara Gratton,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000038677,foodsafety@baberghmidsuffolk.gov.uk,2010-04-15,,,,,,,,,,,
931143,fhrs_5_en-GB,FHRS,5,Mrs Mandy Harmer Jams and Chutneys,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000104184,foodsafety@baberghmidsuffolk.gov.uk,2016-11-24,,,,,,,,0,0,0,
926213,fhrs_5_en-GB,FHRS,5,Mrs Susan Wilshaw,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000174859,foodsafety@baberghmidsuffolk.gov.uk,2016-11-07,,,,,,,,0,0,0,
1021337,fhrs_5_en-GB,FHRS,5,Munch Bake,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000021382,foodsafety@baberghmidsuffolk.gov.uk,2017-12-14,,,,,,,,0,0,0,
691407,fhrs_5_en-GB,FHRS,5,Mung Bean,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000169696,foodsafety@baberghmidsuffolk.gov.uk,2016-07-08,,2 Maiden Way,Hadleigh,IPSWICH,IP7 5EH,52.04476100000000,0.95352800000000,5,5,5,Suffolk
586674,fhrs_3_en-GB,FHRS,3,Munnings Tearoom & Emporium,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000167877,foodsafety@baberghmidsuffolk.gov.uk,2017-11-01,,The Crooked House,7 High Street,Lavenham,CO10 9PR,52.10858600000000,0.79506500000000,5,10,10,SUDBURY
942237,fhrs_5_en-GB,FHRS,5,My Delicious Cakes,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000044477,foodsafety@baberghmidsuffolk.gov.uk,2017-01-24,,,,,,,,0,0,0,
684107,fhrs_5_en-GB,FHRS,5,MY Soul Food,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000054095,foodsafety@baberghmidsuffolk.gov.uk,2014-07-01,,,,,,,,5,0,5,
527063,fhrs_5_en-GB,FHRS,5,Nadines,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000167596,foodsafety@baberghmidsuffolk.gov.uk,2017-02-06,,,,,,,,5,5,5,
526200,fhrs_exempt_en-GB,FHRS,Exempt,Najet's Nuggets,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000005939,foodsafety@baberghmidsuffolk.gov.uk,2013-05-13,,,,,,,,,,,
526269,fhrs_4_en-GB,FHRS,4,National Trust Enterprises Ltd,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000012130,foodsafety@baberghmidsuffolk.gov.uk,2017-04-27,,Melford Hall,The Green,Long Melford,CO10 9AA,52.08252100000000,0.72261100000000,0,10,0,SUDBURY
526990,fhrs_5_en-GB,FHRS,5,Nayland House Residential Care Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000111151,foodsafety@baberghmidsuffolk.gov.uk,2017-02-02,,Bear Street,Nayland with Wissington,COLCHESTER,CO6 4LA,51.97246300000000,0.86653900000000,0,5,5,Essex
526738,fhrs_5_en-GB,FHRS,5,Nayland Over 60s Lunch Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000056062,foodsafety@baberghmidsuffolk.gov.uk,2017-06-15,,,,,,,,0,0,0,
526814,fhrs_exempt_en-GB,FHRS,Exempt,Nayland Post Office,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100901,foodsafety@baberghmidsuffolk.gov.uk,2012-06-01,,The Old Post Office,19 High Street,Nayland with Wissington,CO6 4JG,51.97147900000000,0.87371300000000,,,,COLCHESTER
526885,fhrs_5_en-GB,FHRS,5,Nayland Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000107360,foodsafety@baberghmidsuffolk.gov.uk,2016-07-01,,Nayland County Primary School,Bear Street,Nayland with Wissington,CO6 4HY,51.97233900000000,0.86868600000000,5,5,0,COLCHESTER
526564,fhrs_5_en-GB,FHRS,5,Nayland Village Store,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000037829,foodsafety@baberghmidsuffolk.gov.uk,2017-05-24,,41 Bear Street,Nayland with Wissington,COLCHESTER,CO6 4HX,51.97247300000000,0.87166500000000,0,0,0,Essex
526368,fhrs_exempt_en-GB,FHRS,Exempt,Nedging with Naughton Village Hall,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016461,foodsafety@baberghmidsuffolk.gov.uk,2011-10-28,,Ipswich Road,Nedging with Naughton,IPSWICH,IP7 7BW,52.10755700000000,0.95085700000000,,,,Suffolk
1027400,fhrs_5_en-GB,FHRS,5,Nethergate Brewery,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000178272,foodsafety@baberghmidsuffolk.gov.uk,2018-01-18,,Rodbridge Hill,Long Melford,SUDBURY,CO10 9HJ,52.06148147583010,0.71187597513199,0,0,0,Suffolk
526399,fhrs_exempt_en-GB,FHRS,Exempt,New Look,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000017461,foodsafety@baberghmidsuffolk.gov.uk,,true,Unit 1,10 North Street,SUDBURY,CO10 1RB,52.04014200000000,0.73051900000000,,,,Suffolk
526607,fhrs_4_en-GB,FHRS,4,Newmans Hall B & B,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000039631,foodsafety@baberghmidsuffolk.gov.uk,2010-09-15,,Newmans Hall Farm,Bell Corner,Little Waldingfield,CO10 0SY,52.07487300000000,0.80819500000000,5,5,10,SUDBURY
737676,fhrs_5_en-GB,FHRS,5,Newmans Lodge,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000104431,foodsafety@baberghmidsuffolk.gov.uk,2018-02-09,,,,,,,,0,0,0,
526537,fhrs_4_en-GB,FHRS,4,Newton Green Golf Course & Clubhouse,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000035428,foodsafety@baberghmidsuffolk.gov.uk,2015-10-28,,The Green,Newton,SUDBURY,CO10 0QN,52.03136400000000,0.78890300000000,0,10,5,Suffolk
